Heading,Spec Heading,Check Item,Features,Selected Item,GCMNA Point Person,Update Status,History,Places to reduce from 38 Meter,Builder  ID Number,Location,Category,Electrical,Unit Measurement (Feet),Preferred MFG,Model,Hyperlink,Source,Weight Per Unit (LBS),Quantity,Weight Total (LBS),% of Parent Weight,LCG,TCG,VCG,Longitudinal Moment,Transverse Moment (Port is Neg.),Vertical Moment,Material / Color,Size
HVAC (Circulating Water Systems),Guest Port Forward SR HVAC System,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,"Guest Stateroom, Fwd Port",Piping,N/A,Lin. Ft.,,,,Calc,0.27,3,0.8,0.68%,57.5,-10,6.7,47,-8,5,Hose,"5/8"""
HVAC (Circulating Water Systems),Guest Port Forward SR HVAC System,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,,,"Guest Stateroom, Fwd Port",Plumbing Accessories,N/A,Each,,,,Estimate,2,1,2,1.67%,57.5,-10,8,115,-20,16,,
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,,"Air Handler, 12,000 btu, with Water Valve & Heat Strip & FC",TRUE,Chris,Updated,WP 3800,Sideways,235591,"Guest Stateroom, Stbd Fwd",HVAC Air Handlers,230vac,Each,Technicold,RA12HB-FC,,Manufacturer,64,1,64,57.24%,57.5,9.5,6.7,3680,608,429,,
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,,"HVAC Control Set , Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,"Guest Stateroom, Stbd Fwd",HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,1,2,1.79%,59,2.4,11,118,5,22,,
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,,Quiet Fan Assembly 208-230 VAC,TRUE,Chris,Updated,WP 3800,Sideways,235631,"Guest Stateroom, Stbd Fwd",HVAC Air Handlers,208-230vac,Each,Technicold,22-18915,,Estimate,6,1,6,5.37%,58.5,9.5,6.7,351,57,40,,
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,,"6"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,"Guest Stateroom, Stbd Fwd",Ducting,N/A,Lin. Ft.,,"6"" Rigid Ducting",,Calc,2.2,6,13.2,11.81%,57.5,10.5,11,759,139,145,,"6"""
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,,"4"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,"Guest Stateroom, Stbd Fwd",Ducting,N/A,Lin. Ft.,,"4"" Rigid Ducting",,Calc,1.4,8,11.2,10.02%,59.5,10.5,11,666,118,123,,"4"""
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,"Guest Stateroom, Stbd Fwd",Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,34,8.9,8.00%,57.5,6,11,514,54,98,PEX,"3/4"""
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,"Guest Stateroom, Stbd Fwd",Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,3.7,3.27%,57.5,10,6.7,210,37,25,Bronze,"3/4"""
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,"Guest Stateroom, Stbd Fwd",Piping,N/A,Lin. Ft.,,,,Calc,0.27,3,0.8,0.72%,57.5,10,6.7,47,8,5,Hose,"5/8"""
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,,,"Guest Stateroom, Stbd Fwd",Plumbing Accessories,N/A,Each,,,,Estimate,2,1,2,1.79%,57.5,10,8,115,20,16,,
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,,"AIR HANDLER, 16K BTU 230VAC W/WATER VALVE & FC",TRUE,Chris,Updated,WP 3800,Sideways,100378-01,Mechanical Room,HVAC Air Handlers,230vac,Each,Technicold,RA16B-FC,,Manufacturer,66,1,66,44.07%,50,4,16,3300,264,1056,,
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,,"HVAC Control Set , Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,Mechanical Room,HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,1,2,1.34%,50,4,16,100,8,32,,
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,,Quiet Fan Assembly 208-230 VAC,TRUE,Chris,Updated,WP 3800,Sideways,235631,Mechanical Room,HVAC Air Handlers,208-230vac,Each,Technicold,22-18915,,Estimate,6,1,6,4.01%,50,4,16,300,24,96,,
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,,"5"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,Mechanical Room,Ducting,N/A,Lin. Ft.,,"5"" Rigid Ducting",,Calc,1.75,9,15.8,10.52%,50,4,16,788,63,252,,"5"""
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,,"1.5"" PVC Pipe + Water",TRUE,Chris,Updated,WP 3800,Sideways,,Mechanical Room,Piping,N/A,Lin. Ft.,PVC,,,Calc,1.44,35,50.4,33.65%,50,4,16,2520,202,806,PVC,"1.5"""
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Mechanical Room,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,12,3.2,2.11%,50,4,16,158,13,50,PEX,"3/4"""
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,Mechanical Room,Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,3.7,2.44%,50,4,16,183,15,59,Bronze,"3/4"""
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,Mechanical Room,Piping,N/A,Lin. Ft.,,,,Calc,0.27,3,0.8,0.54%,50,4,16,41,3,13,Hose,"5/8"""
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,,,Mechanical Room,Plumbing Accessories,N/A,Each,,,,Estimate,2,1,2,1.34%,50,4,16,100,8,32,,
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,,"Air Handler, 12,000 btu, with Water Valve & Heat Strip & FC",TRUE,Chris,Updated,WP 3800,Sideways,235591,"Guest Stateroom, Aft Port",HVAC Air Handlers,230vac,Each,Technicold,RA12HB-FC,,Manufacturer,64,1,64,61.69%,78,-1.4,6.7,4992,-90,429,,
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,,"HVAC Control Set , Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,"Guest Stateroom, Aft Port",HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,1,2,1.93%,70,0,11,140,0,22,,
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,,Quiet Fan Assembly 208-230 VAC,TRUE,Chris,Updated,WP 3800,Sideways,235631,"Guest Stateroom, Aft Port",HVAC Air Handlers,208-230vac,Each,Technicold,22-18915,,Estimate,6,1,6,5.78%,78,0,6.7,468,0,40,,
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,,"6"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,"Guest Stateroom, Aft Port",Ducting,N/A,Lin. Ft.,,"6"" Rigid Ducting",,Calc,2.2,6,13.2,12.72%,78,-2.7,11,1030,-36,145,,"6"""
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,,"4"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,"Guest Stateroom, Aft Port",Ducting,N/A,Lin. Ft.,,"4"" Rigid Ducting",,Calc,1.4,6,8.4,8.10%,79,-2.7,11,664,-23,92,,"4"""
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,"Guest Stateroom, Aft Port",Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,14,3.7,3.55%,78,0,11,287,0,41,PEX,"3/4"""
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,"Guest Stateroom, Aft Port",Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,3.7,3.53%,78,-1.4,6.7,285,-5,25,Bronze,"3/4"""
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,"Guest Stateroom, Aft Port",Piping,N/A,Lin. Ft.,,,,Calc,0.27,3,0.8,0.78%,78,-1.4,6.7,63,-1,5,Hose,"5/8"""
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,,,"Guest Stateroom, Aft Port",Plumbing Accessories,N/A,Each,,,,Estimate,2,1,2,1.93%,78,-1.4,8,156,-3,16,,
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,,"Air Handler, 12,000 btu, with Water Valve & Heat Strip & FC",TRUE,Chris,Updated,WP 3800,Sideways,235591,"Guest Stateroom, Aft Starboard",HVAC Air Handlers,230vac,Each,Technicold,RA12HB-FC,,Manufacturer,64,1,64,63.62%,78,1.4,6.7,4992,90,429,,
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,,"HVAC Control Set , Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,"Guest Stateroom, Aft Starboard",HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,1,2,1.99%,70,0,11,140,0,22,,
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,,Quiet Fan Assembly 208-230 VAC,TRUE,Chris,Updated,WP 3800,Sideways,235631,"Guest Stateroom, Aft Starboard",HVAC Air Handlers,208-230vac,Each,Technicold,22-18915,,Estimate,6,1,6,5.96%,78,0,6.7,468,0,40,,
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,,"6"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,"Guest Stateroom, Aft Starboard",Ducting,N/A,Lin. Ft.,,"6"" Rigid Ducting",,Calc,2.2,6,13.2,13.12%,78,2.7,11,1030,36,145,,"6"""
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,,"4"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,"Guest Stateroom, Aft Starboard",Ducting,N/A,Lin. Ft.,,"4"" Rigid Ducting",,Calc,1.4,6,8.4,8.35%,79,2.7,11,664,23,92,,"4"""
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,"Guest Stateroom, Aft Starboard",Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,2,0.5,0.52%,78,0,11,41,0,6,PEX,"3/4"""
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,"Guest Stateroom, Aft Starboard",Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,3.7,3.64%,78,1.4,6.7,285,5,25,Bronze,"3/4"""
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,"Guest Stateroom, Aft Starboard",Piping,N/A,Lin. Ft.,,,,Calc,0.27,3,0.8,0.81%,78,1.4,6.7,63,1,5,Hose,"5/8"""
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,,,"Guest Stateroom, Aft Starboard",Plumbing Accessories,N/A,Each,,,,Estimate,2,1,2,1.99%,78,1.4,8,156,3,16,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,"Chiller Unit, 6 ton",TRUE,Chris,Updated,New,Down,,Engine  Room,HVAC Chiller,230vac,Each,Technicold,CW72,,Manufacturer,194,4,776,66.67%,95.7,6.5,9.3,74263,5044,7217,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,"Chiller Unit Piping, Valves and Pumps",TRUE,Chris,Updated,New,Down,,Engine  Room,HVAC Chiller,230vac,Each,Technicold,,,Estimate,150,1,150,12.89%,95.7,6.5,9.3,14355,975,1395,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,Touch Screen,TRUE,Chris,Updated,WP 3800,Sideways,100354.101-01,Engine  Room,Controls,,Each,,,,Guess,5,1,5,0.43%,95.7,6.5,9.3,479,33,47,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,NA (Electrical Enclosure),TRUE,Chris,Updated,WP 3800,Sideways,100354.102,Engine  Room,Electrical Panels,,Each,,,,Guess,20,1,20,1.72%,95.7,6.5,9.3,1914,130,186,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,TRUE,NXS0048-2A2H-1SSSA1A2 (FRAME FR6),TRUE,Chris,Updated,WP 3800,Sideways,NXS0048-2A2H-1SSSA1A2 (FRAME FR6),Engine  Room,TBD,,Each,,,,Guess,20,1,20,1.72%,95.7,6.5,9.3,1914,130,186,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,TRUE,NXS0048-2A2H-1SSSA1A2 (FRAME FR6),TRUE,Chris,Updated,WP 3800,Sideways,NXS0048-2A2H-1SSSA1A2 (FRAME FR6),Engine  Room,TBD,,Each,,,,Guess,20,1,20,1.72%,95.7,6.5,9.3,1914,130,186,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,VACON0100-3L-0003-2-FLOW-R02,TRUE,Chris,Updated,WP 3800,Sideways,VACON0100-3L-0003-2-FLOW-R02,Engine  Room,TBD,,Each,,,,Guess,15,1,15,1.29%,95.7,6.5,9.3,1436,98,140,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,Chiller Rack Foundation,TRUE,Chris,Updated,WP 3800,Sideways,NA,Engine  Room,Foundations,,Each,Westport Shipyards,,,Guess,100,1,100,8.59%,95.7,6.5,9.3,9570,650,930,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,Chiller Pump Platform,TRUE,Chris,Updated,WP 3800,Sideways,100225.712-01,Engine  Room,Foundations,,Each,Westport Shipyards,,,Guess,10,1,10,0.86%,95.7,6.5,9.3,957,65,93,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,HVAC Overhead Bracket Assembly,TRUE,Chris,Updated,WP 3800,Sideways,(OVHD BRAKET ASSY),Engine  Room,Foundations,,Each,,,,Solidworks,10,4,40,3.44%,95.7,6.5,9.3,3828,260,372,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,"3"" Ball Valve PVC SCH80 S X S",TRUE,Chris,Updated,WP 3800,Sideways,216982,Engine  Room,Valve,N/A,Each,SPEARS,2122-030,http://www.parts.spearsmfg.com/Search.aspx?txt=2122-030,Manufacturer,3.99,2,8,0.69%,95.7,6.5,10,764,52,80,PVC,"3"""
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,"2-1/2"" NPT Through Hull, BRNZ Extra Long",TRUE,Chris,Updated,WP 3800,Sideways,213558,Engine  Room,Plumbing Accessories,N/A,Each,Perko,0348010PLB,,Manufacturer,3.6,3,10.8,0.65%,95,1.5,2,1026,16,22,Bronze,"2-1/2"""
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,"VALVE, BALL BRZ F/P SS LEVER 2-1/2""",TRUE,Chris,Updated,WP 3800,Sideways,213565,Engine  Room,Valve,N/A,Each,Apollo Valves,77-109-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,17.25,5,86.3,5.17%,95,1.5,2,8194,129,173,Bronze,"2-1/2"""
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,"2-1/2"" Hose",TRUE,Chris,Updated,WP 3800,Sideways,215636,Engine  Room,Hose,N/A,Each,Trident Rubber Inc.,252-2120,http://tridentmarine.com/wp-content/uploads/2016/11/252-Specification-Sheet.pdf,Manufacturer,1.5,6,9,0.54%,95,1.5,2,855,14,18,Hose,"2-1/2"""
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,"Sea Strainer, 2-1/2"" with Plastic Basket",TRUE,Chris,Updated,WP3800,Sideways,102070-01,Engine  Room,Strainer,N/A,Each,Groco,ARG-2500-P,,Manufacturer,14.2,2,28.4,1.70%,95,1.5,2,2698,43,57,,"2-1/2"""
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,"PUMP, SALT WATER, 1.5 X 1.5 NPT. 1/2 HP, 3PH 60HZ",TRUE,Chris,Updated,WP 3800,,100305-01,Engine  Room,Pump,208-230vac,Each,Technicold,48378-2,https://www.absolutewaterpumps.com/pacer-end-suction-centrifugal-electric-water-pump-pce2av-h-5c-3-phase-230-460-volt-1-5-2-0-female-npt-70-gpm,Estimate,35,2,70,4.20%,95,1.5,3,6650,105,210,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,"VALVE, BRNZ&CUNI SWNG CK 2-1/2"" NPT",TRUE,Chris,Updated,WP 3800,Sideways,216941,Engine  Room,Valve,N/A,Each,Marine Hardware Inc.,FNW1241L,https://www.hpproducts.com/ItemDisplayF.aspx?D1=FNW1241L--Not-For-Potable-Use-2-12-Bronze-150-Threaded-Swing-Check-Valve&Brand=V000481&ItemID=3029087,Manufacturer,8.16,1,8.2,0.49%,95,1.5,2,775,12,16,Bronze / CuNi,"2-1/2"""
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,"2"" PVC Pipe + Water",TRUE,Chris,Updated,WP 3800,Sideways,,Engine  Room,Piping,N/A,Lin. Ft.,PVC,,,Calc,2.23,40,89.2,5.35%,89,1,13.25,7939,89,1182,PVC,"2"""
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,,"3"" PVC Pipe + Water",TRUE,Chris,Updated,WP 3800,Sideways,,Engine  Room,Piping,N/A,Lin. Ft.,PVC,,,Calc,4.8,11,52.8,3.17%,94,5.2,13,4963,275,686,PVC,"3"""
HVAC (Circulating Water Systems),Fan Coil Units,,"AIR HANDLER, LOW PROFILE 16K BTU BLOW THRU 230VAC W/WATER VA",TRUE,Chris,Updated,WP 3800,Down,,Engine  Room,HVAC Air Handlers,230vac,Each,Technicold,TAH12B-FC-C,,,64,2,128,86.16%,95.5,0,13,12224,0,1664,,
HVAC (Circulating Water Systems),Fan Coil Units,,"HVAC Control Set , Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,Engine  Room,HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,1,2,1.35%,96.5,3,10,193,6,20,,
HVAC (Circulating Water Systems),Fan Coil Units,,"1"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Engine  Room,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.421,4,1.7,1.13%,96,4.5,13.25,162,8,22,PEX,"1"""
HVAC (Circulating Water Systems),Fan Coil Units,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Engine  Room,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,15,3.9,2.66%,96,0,13.25,379,0,52,PEX,"3/4"""
HVAC (Circulating Water Systems),Fan Coil Units,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,Engine  Room,Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,4,7.3,4.93%,96,0,13.25,703,0,97,Bronze,"3/4"""
HVAC (Circulating Water Systems),Fan Coil Units,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,Engine  Room,Piping,N/A,Lin. Ft.,,,,Calc,0.27,6,1.6,1.09%,96,0,13.25,156,0,21,Hose,"5/8"""
HVAC (Circulating Water Systems),Fan Coil Units,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,,,Engine  Room,Plumbing Accessories,N/A,Each,,,,Estimate,4,1,4,2.69%,96,0,13.25,384,0,53,,
HVAC (Circulating Water Systems),Equipment Room HVAC System,,"Air Handler, 8,000btu, With Water Valve & Heat Strip & FC",TRUE,Chris,Updated,WP 3800,Up,235590,Equipment Room,HVAC Air Handlers,230vac,Each,Technicold,RA08HB-FC,,Manufacturer,59,1,59,60.55%,102.5,-10.5,6.7,6048,-620,395,,
HVAC (Circulating Water Systems),Equipment Room HVAC System,,"HVAC Control Set , Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,Equipment Room,HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,1,2,2.05%,100,-5.2,11,200,-10,22,,
HVAC (Circulating Water Systems),Equipment Room HVAC System,,"5"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,Equipment Room,Ducting,N/A,Lin. Ft.,,"5"" Rigid Ducting",,Calc,1.75,6,10.5,10.78%,101,-10.5,8,1061,-110,84,,"5"""
HVAC (Circulating Water Systems),Equipment Room HVAC System,,"1"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Equipment Room,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.421,35,14.7,15.12%,100,-2,13.25,1474,-29,195,PEX,"1"""
HVAC (Circulating Water Systems),Equipment Room HVAC System,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Equipment Room,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,18,4.7,4.86%,102.5,-10.5,10,485,-50,47,PEX,"3/4"""
HVAC (Circulating Water Systems),Equipment Room HVAC System,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,Equipment Room,Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,3.7,3.76%,102.5,-11,7,375,-40,26,Bronze,"3/4"""
HVAC (Circulating Water Systems),Equipment Room HVAC System,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,Equipment Room,Piping,N/A,Lin. Ft.,,,,Calc,0.27,3,0.8,0.83%,102.5,-11,6.7,83,-9,5,Hose,"5/8"""
HVAC (Circulating Water Systems),Equipment Room HVAC System,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,,,Equipment Room,Plumbing Accessories,N/A,Each,,,,Estimate,2,1,2,2.05%,102.5,-11,6.7,205,-22,13,,
HVAC (Circulating Water Systems),Utility Room HVAC System,,"AIR HANDLER, 12K BTU, VERT, 230VAC W/WATER VALVE, HT & FC",TRUE,Chris,Updated,WP 3800,,104181-01,Utility Room Head,HVAC Air Handlers,230vac,Each,Technicold,RAV12HB-FC,,Manufacturer,36.5,1,36.5,42.56%,103.7,-5.4,6.7,3785,-197,245,,
HVAC (Circulating Water Systems),Utility Room HVAC System,,"HVAC Control Set , Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,Utility Room Head,HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,1,2,2.33%,104.5,-1.1,11,209,-2,22,,
HVAC (Circulating Water Systems),Utility Room HVAC System,,"6"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,Utility Room Head,Ducting,N/A,Lin. Ft.,,"6"" Rigid Ducting",,Calc,2.2,12,26.4,30.78%,103.7,-4.9,8,2738,-129,211,,"6"""
HVAC (Circulating Water Systems),Utility Room HVAC System,,"4"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,Utility Room Head,Ducting,N/A,Lin. Ft.,,"4"" Rigid Ducting",,Calc,1.4,6,8.4,9.79%,103.5,-4.9,8,869,-41,67,,"4"""
HVAC (Circulating Water Systems),Utility Room HVAC System,,"1"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Utility Room Head,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.421,3,1.3,1.47%,103.2,-8.3,13.25,130,-10,17,PEX,"1"""
HVAC (Circulating Water Systems),Utility Room HVAC System,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Utility Room Head,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,18,4.7,5.52%,103.7,-5.9,10,491,-28,47,PEX,"3/4"""
HVAC (Circulating Water Systems),Utility Room HVAC System,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,Utility Room Head,Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,3.7,4.27%,103.7,-5.5,7,380,-20,26,Bronze,"3/4"""
HVAC (Circulating Water Systems),Utility Room HVAC System,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,Utility Room Head,Piping,N/A,Lin. Ft.,,,,Calc,0.27,3,0.8,0.94%,103.7,-5.5,6.7,84,-4,5,Hose,"5/8"""
HVAC (Circulating Water Systems),Utility Room HVAC System,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,,,Utility Room Head,Plumbing Accessories,N/A,Each,,,,Estimate,2,1,2,2.33%,103.7,-5.5,6.7,207,-11,13,,
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,,"Air Handler, 8K BTU 230VAC, Flow Control",TRUE,Chris,Updated,WP 3800,Sideways,107649-01,Aft Bilge,HVAC Air Handlers,230vac,Each,Technicold,RA8B-FC,,Manufacturer,59,1,59,58.72%,105.5,-10.5,4.5,6225,-620,266,,
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,,"HVAC Control Set , Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,Aft Bilge,HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,1,2,1.99%,105.5,0,4.5,211,0,9,,
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,,"5"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,Equipment Room,Ducting,N/A,Lin. Ft.,,"5"" Rigid Ducting",,Calc,1.75,4,7,6.97%,105.5,-8,5,739,-56,35,,"5"""
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Aft Bilge,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,22,5.8,5.76%,105,-8.5,6,608,-49,35,PEX,"3/4"""
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,Aft Bilge,Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,3.7,3.64%,105,-10.5,5.5,384,-38,20,Bronze,"3/4"""
