Heading,Spec_Heading,Features,Model,Hyperlink,Source,Weight,Quantity,Material_And_Color,Size
Fresh Water System,UV Sterilizer #2,"Piping, Fittings and Water",,,Estimate,20,1,,
Fresh Water System,Toilet/Washdown Water Supply,"VALVE, ADJ SPRING CHECK PVC 1"" SCH80 FPT X MPT",S1102-10,http://www.parts.spearsmfg.com/Search.aspx?txt=s1102-10,Manufacturer,0.18,1,PVC,"1"""
Fresh Water System,Toilet/Washdown Water Supply,"1"" Ball Valve, PVC, T x T",2121-010,http://www.parts.spearsmfg.com/Search.aspx?txt=2121-010,Manufacturer,0.54,1,PVC,"1"""
Fresh Water System,Toilet/Washdown Water Supply,"1"" Ball Valve, PVC Socket Attachments",2122-010,http://www.parts.spearsmfg.com/Search.aspx?txt=2122-010,Manufacturer,0.5,1,PVC,"1"""
Fresh Water System,Toilet/Washdown Water Supply,"GAUGE, GLYCERIN FILLED 0-100PSI SS",3795K13,https://www.mcmaster.com/#3795k13/=1dfvm8q,Manufacturer,3.5,1,,
Fresh Water System,Toilet/Washdown Water Supply,Pressure Tank 14 Gallon,WM-4/WM0060,http://www.wellmate.com/en-US/product/residential-products/captive-air-and-retention-tanks/wm-series/,Manufacturer,16.9,1,,
Fresh Water System,Toilet/Washdown Water Supply,"Piping, Fittings and Water",,,Estimate,5,1,,
Fresh Water System,Sink Fittings and Accessories,"1/2"" PEX X 1/2"" FPT,DROP EAR, PEX A",LF4235050,https://www.supplyhouse.com/Wirsbo-Uponor-LF4235050-ProPEX-LF-Drop-Ear-Brass-Elbow-1-2-PEX-x-1-2-FIP,Manufacturer,0.23,2,,
Fresh Water System,Sink Fittings and Accessories,"1/2"" Angled Stop Valve",03301 C,,Manufacturer,0.5,2,,
Fresh Water System,Sink Fittings and Accessories,"Feed Line 1/2"" X 20"" SS",PFX146304,http://proflo.com/proflo/showRecordDetail.do?R=PROD_2405305&search=true,Manufacturer,0.28,2,,
Fresh Water System,Sink Fittings and Accessories,"1"" PEX Piping + Water",,,Calc,0.421,40,PEX,"1"""
Fresh Water System,Sink Fittings and Accessories,"3/4"" PEX Piping + Water",,,Calc,0.263,20,PEX,"3/4"""
Fresh Water System,Sink Fittings and Accessories,"1/2"" PEX Piping + Water",,,Calc,0.135,25,PEX,"1/2"""
Fresh Water System,Aft Equipment Room Foyer/Head FW System,"Angled Stop Valve, 1/2"" Push Connect, 1/4"" Compression",G2PS09X C,https://d2cl5to9q9oami.cloudfront.net/doc/400.92_G2PS19_PushConnect_Qtr_Turn_Angle_Stop_Compr_Outlet_SUB.pdf,Manufacturer,0.5,1,,
Fresh Water System,Aft Equipment Room Foyer/Head FW System,"1/2"" Ball Valve, Full Port, with SS Lever",77-103-10,https://www.amronintl.com/1-2-in-ss-lever-and-nut.html,Manufacturer,0.62,1,Bronze,"1/2"""
Fresh Water System,Sink Fittings and Accessories,"1/2"" PEX X 1/2"" FPT,DROP EAR, PEX A",LF4235050,https://www.supplyhouse.com/Wirsbo-Uponor-LF4235050-ProPEX-LF-Drop-Ear-Brass-Elbow-1-2-PEX-x-1-2-FIP,Manufacturer,0.23,2,,
Fresh Water System,Sink Fittings and Accessories,"1/2"" Angled Stop Valve",03301 C,,Manufacturer,0.5,2,,
Fresh Water System,Sink Fittings and Accessories,"Feed Line 1/2"" X 20"" SS",PFX146304,http://proflo.com/proflo/showRecordDetail.do?R=PROD_2405305&search=true,Manufacturer,0.28,2,,
Fresh Water System,Sink Fittings and Accessories,Toilet Connection Hose,K7300-16,https://products.kuriyama.com/item/kuritec-corporation/ire-yarn-reinforced-vacuum-pressure-hose-1/k7300-16x25?plpver=1018     https://www.amazon.com/Kuriyama-Wire-Yarn-Reinforced-Vacuum-Pressure/dp/B00FKEPNMQ,Manufacturer,0.532,1.5,,
Fresh Water System,Sink Fittings and Accessories,"1"" PEX Piping + Water",,,Calc,0.421,30,PEX,"1"""
Fresh Water System,Sink Fittings and Accessories,"3/4"" PEX Piping + Water",,,Calc,0.263,40,PEX,"3/4"""
Fresh Water System,Sink Fittings and Accessories,"1/2"" PEX Piping + Water",,,Calc,0.135,15,PEX,"1/2"""
Fresh Water System,Hot Water System,"1"" Check Valve",4031E,https://www.flomatic.com/valves/index.asp?valveid=98,Manufacturer,1.3,2,Bronze,"1"""
Fresh Water System,Hot Water System,"1"" Ball Valve, Full Port, with SS Lever",77-105-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,3.32,2,Bronze,"1"""
Fresh Water System,Hot Water System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,3,Bronze,"3/4"""
Fresh Water System,Hot Water System,"VALVE, RELIEF 3/4M X 3/4F 100 PSI",W40XL100210F,https://s3.amazonaws.com/s3.supplyhouse.com/product_files/Watts-0156481-Lead-Overview.pdf,Manufacturer,1.75,1,Bronze,"3/4"""
Fresh Water System,Hot Water System,"Water Heater, 120gallon,",DEN120,https://www.hotwater.com/water-heaters/commercial/water-heaters/electric/dura-power/dura-power-den-and-del/,Manufacturer,326,1,,
Fresh Water System,Hot Water System,Water in Water Tank,,,Calc,8.345,120,,
Fresh Water System,Hot Water System,"3/4"" Check Valve",4030E,https://www.flomatic.com/valves/check-valves/unleaded-bronze-check-valves/index.asp?valveid=98,Manufacturer,0.7,1,Bronze,"3/4"""
Fresh Water System,Hot Water System,"Pump, Circulator, 1-1/2hp, 115vac, S.S. Flange Connection",UP26-96SF,https://s3.amazonaws.com/s3.supplyhouse.com/product_files/98961756-brochure.pdf,Manufacturer,11.25,1,,
Fresh Water System,Sink Fittings and Accessories,"1/2"" PEX X 1/2"" FPT,DROP EAR, PEX A",LF4235050,https://www.supplyhouse.com/Wirsbo-Uponor-LF4235050-ProPEX-LF-Drop-Ear-Brass-Elbow-1-2-PEX-x-1-2-FIP,Manufacturer,0.23,2,,
Fresh Water System,Sink Fittings and Accessories,"1/2"" Angled Stop Valve",03301 C,,Manufacturer,0.5,2,,
Fresh Water System,Sink Fittings and Accessories,"Feed Line 1/2"" X 20"" SS",PFX146304,http://proflo.com/proflo/showRecordDetail.do?R=PROD_2405305&search=true,Manufacturer,0.28,2,,
Fresh Water System,Dock Water Fill system,Piping and Water,"mostly 1"", some 3/4""",,Manufacturer,0.171,65,Pex,"1"""
Fresh Water System,Dock Water Fill system,"Hydrant, Deck Washdown",DW-9102 N3,https://newfoundmetals.worldsecuresystems.com/deck-wash-down/deckwashdown#size,Manufacturer,2,1,SS 316,"3/4"""
Fresh Water System,Dock Water Fill system,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,1,Bronze,"3/4"""
Fresh Water System,Dock Water Fill system,"REGULATOR, PRESSURE CONBRACO 3/4""",36-104-02,http://literature.puertoricosupplier.com/076/AJ75790.pdf,Manufacturer,0.34,1,,"3/4"""
Fresh Water System,Dock Water Fill system,"3/4"" Check Valve",4030E,https://www.flomatic.com/valves/check-valves/unleaded-bronze-check-valves/index.asp?valveid=98,Manufacturer,0.7,1,Bronze,"3/4"""
Fresh Water System,Dock Water Fill system,"VALVE, SOLENOID ASCO 3/4"" 120VAC",8221G005-120VAC,https://www.grainger.com/product/REDHAT-120VAC-Brass-Slow-Closing-3UL37,Manufacturer,2.4,1,TBD,"3/4"""
Fresh Water System,Swim Platform Shower Fittings and Accessories,"Shower, Exterior Assembly, S.S. 316L, 2 Piece Body, Swivel Head","11008 DB BC M
OCEAN",,Estimate,10,1,,
Fresh Water System,Swim Platform Shower Fittings and Accessories,Shower Piping and Water,,,Estimate,5,1,,
Fresh Water System,Deck Washdown Outlet,"3/4"" Inlet Valve, PEX A",LF4817575,,Manufacturer,0.3,1,,"3/4"""
Fresh Water System,Deck Washdown Outlet,"Hydrant, Deck Washdown",DW-9102 N3,https://newfoundmetals.worldsecuresystems.com/deck-wash-down/deckwashdown#size,Manufacturer,2,1,SS 316,"3/4"""
Fresh Water System,Deck Washdown Outlet,"1"" PEX Piping + Water",,,Calc,0.421,26,PEX,"1"""
Fresh Water System,Deck Washdown Outlet,"3/4"" PEX Piping + Water",,,Calc,0.263,30,PEX,"3/4"""
Fresh Water System,Deck Washdown Outlet,"1/2"" PEX Piping + Water",,,Calc,0.135,20,PEX,"1/2"""
Fresh Water System,Port Sink Fittings and Accessories,"1/2"" PEX X 1/2"" FPT,DROP EAR, PEX A",LF4235050,https://www.supplyhouse.com/Wirsbo-Uponor-LF4235050-ProPEX-LF-Drop-Ear-Brass-Elbow-1-2-PEX-x-1-2-FIP,Manufacturer,0.23,2,,
Fresh Water System,Port Sink Fittings and Accessories,"1/2"" Angled Stop Valve",03301 C,,Manufacturer,0.5,2,,
Fresh Water System,Port Sink Fittings and Accessories,"Feed Line 1/2"" X 20"" SS",PFX146304,http://proflo.com/proflo/showRecordDetail.do?R=PROD_2405305&search=true,Manufacturer,0.28,2,,
Fresh Water System,Starboard Sink Fittings and Accessories,"1/2"" PEX X 1/2"" FPT,DROP EAR, PEX A",LF4235050,https://www.supplyhouse.com/Wirsbo-Uponor-LF4235050-ProPEX-LF-Drop-Ear-Brass-Elbow-1-2-PEX-x-1-2-FIP,Manufacturer,0.23,2,,
Fresh Water System,Starboard Sink Fittings and Accessories,"1/2"" Angled Stop Valve",03301 C,,Manufacturer,0.5,2,,
Fresh Water System,Starboard Sink Fittings and Accessories,"Feed Line 1/2"" X 20"" SS",PFX146304,http://proflo.com/proflo/showRecordDetail.do?R=PROD_2405305&search=true,Manufacturer,0.28,2,,
Fresh Water System,Owner Shower Fittings and Accessories,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,1,Bronze,"3/4"""
Fresh Water System,Owner Shower Fittings and Accessories,"WATER HAMMER ARRESTER, 3/4"" MALE NPT",652-B,http://www.siouxchief.com/products/supply/arresters-and-trap-primers/arresters/hydrarester,Manufacturer,1,2,,
Fresh Water System,Owner Shower Fittings and Accessories,"Thermostatic Valve, Six-Port , DTV",K-682-K-NA,"https://www.us.kohler.com/us/DTV-digital-two-port-thermostatic-valve,-landscape-setting/productDetail/showering-digital-valves-controls/428394.htm",Manufacturer,2,1,,
Fresh Water System,Owner Shower Fittings and Accessories,Shower Piping and Water,,,Estimate,5,1,,
Fresh Water System,Deck Washdown Outlet,"3/4"" Inlet Valve, PEX A",LF4817575,,Manufacturer,0.3,1,,"3/4"""
Fresh Water System,Deck Washdown Outlet,"Hydrant, Deck Washdown",DW-9102 N3,https://newfoundmetals.worldsecuresystems.com/deck-wash-down/deckwashdown#size,Manufacturer,2,1,SS 316,"3/4"""
Fresh Water System,Deck Washdown Outlet,"VALVE, 1/2"" INLET, PEX A",LF4815050,https://www.supplyhouse.com/Wirsbo-Uponor-LF4815050-ProPEX-LF-Brass-Ball-Valve-Large-Bore-1-2-PEX-x-1-2-PEX,Manufacturer,0.28,2,,"1/2"""
Fresh Water System,Deck Washdown Outlet,Toilet Connection Hose,K7300-16,https://products.kuriyama.com/item/kuritec-corporation/ire-yarn-reinforced-vacuum-pressure-hose-1/k7300-16x25?plpver=1018     https://www.amazon.com/Kuriyama-Wire-Yarn-Reinforced-Vacuum-Pressure/dp/B00FKEPNMQ,Manufacturer,0.532,3,,
Fresh Water System,Pilothouse Window Wash,"VALVE, 1/2"" INLET, PEX A",LF4815050,https://www.supplyhouse.com/Wirsbo-Uponor-LF4815050-ProPEX-LF-Brass-Ball-Valve-Large-Bore-1-2-PEX-x-1-2-PEX,Manufacturer,0.28,1,,"1/2"""
Fresh Water System,Pilothouse Window Wash,"1/2"" PEX Piping + Water",,,Calc,0.135,10,PEX,"1/2"""
Fresh Water System,Pilothouse Window Wash,"1"" PEX Piping + Water",,,Calc,0.421,20,PEX,"1"""
Fresh Water System,Pilothouse Window Wash,"3/4"" PEX Piping + Water",,,Calc,0.263,60,PEX,"3/4"""
Fresh Water System,Pilothouse Window Wash,"1/2"" PEX Piping + Water",,,Calc,0.135,20,PEX,"1/2"""
Fresh Water System,Sink Fittings and Accessories,"1/2"" PEX X 1/2"" FPT,DROP EAR, PEX A",LF4235050,https://www.supplyhouse.com/Wirsbo-Uponor-LF4235050-ProPEX-LF-Drop-Ear-Brass-Elbow-1-2-PEX-x-1-2-FIP,Manufacturer,0.23,3,,
Fresh Water System,Sink Fittings and Accessories,"1/2"" Angled Stop Valve",03301 C,,Manufacturer,0.5,3,,
Fresh Water System,Sink Fittings and Accessories,"Feed Line 1/2"" X 20"" SS",PFX146304,http://proflo.com/proflo/showRecordDetail.do?R=PROD_2405305&search=true,Manufacturer,0.28,3,,
Fresh Water System,Sink Fittings and Accessories,"Angled Stop Valve, 1/2"" Push Connect, 1/4"" Compression to Dishwasher",G2PS09X C,https://d2cl5to9q9oami.cloudfront.net/doc/400.92_G2PS19_PushConnect_Qtr_Turn_Angle_Stop_Compr_Outlet_SUB.pdf,Manufacturer,0.5,1,,
Fresh Water System,Sink Fittings and Accessories,"Angled Stop Valve, 1/2"" Push Connect, 1/4"" Compression to Instant Hot Water",G2PS09X C,https://d2cl5to9q9oami.cloudfront.net/doc/400.92_G2PS19_PushConnect_Qtr_Turn_Angle_Stop_Compr_Outlet_SUB.pdf,Manufacturer,0.5,1,,
Fresh Water System,Sink Fittings and Accessories,"1/2"" Ball Valve, Full Port, with SS Lever",77-103-10,https://www.amronintl.com/1-2-in-ss-lever-and-nut.html,Manufacturer,0.62,1,Bronze,"1/2"""
Fresh Water System,Sink Fittings and Accessories,"INSTANT HOT WATER TANK, SS WITH FILTER",,,Guess,10,1,,
Fresh Water System,Sink Fittings and Accessories,"3/4"" PEX Piping + Water",,,Calc,0.263,40,PEX,"3/4"""
Fresh Water System,Sink Fittings and Accessories,"1/2"" PEX Piping + Water",,,Calc,0.135,20,PEX,"1/2"""
Fresh Water System,Sink Fittings and Accessories,"1/2"" PEX X 1/2"" FPT,DROP EAR, PEX A",LF4235050,https://www.supplyhouse.com/Wirsbo-Uponor-LF4235050-ProPEX-LF-Drop-Ear-Brass-Elbow-1-2-PEX-x-1-2-FIP,Manufacturer,0.23,2,,
Fresh Water System,Sink Fittings and Accessories,"1/2"" Angled Stop Valve",03301 C,,Manufacturer,0.5,2,,
Fresh Water System,Sink Fittings and Accessories,"Feed Line 1/2"" X 20"" SS",PFX146304,http://proflo.com/proflo/showRecordDetail.do?R=PROD_2405305&search=true,Manufacturer,0.28,2,,
Fresh Water System,Sink Fittings and Accessories,"VALVE, 1/2"" INLET, PEX A",LF4815050,https://www.supplyhouse.com/Wirsbo-Uponor-LF4815050-ProPEX-LF-Brass-Ball-Valve-Large-Bore-1-2-PEX-x-1-2-PEX,Manufacturer,0.28,1,,"1/2"""
Fresh Water System,Sink Fittings and Accessories,Toilet Connection Hose,K7300-16,https://products.kuriyama.com/item/kuritec-corporation/ire-yarn-reinforced-vacuum-pressure-hose-1/k7300-16x25?plpver=1018     https://www.amazon.com/Kuriyama-Wire-Yarn-Reinforced-Vacuum-Pressure/dp/B00FKEPNMQ,Manufacturer,0.532,1.5,,
Fresh Water System,Sink Fittings and Accessories,"1"" PEX Piping + Water",,,Calc,0.421,6,PEX,"1"""
Fresh Water System,Sink Fittings and Accessories,"1/2"" PEX Piping + Water",,,Calc,0.135,15,PEX,"1/2"""
Fresh Water System,Salon FW System,"1/2"" PEX Piping + Water",,,Calc,0.135,10,PEX,"1/2"""
Fresh Water System,Sink Fittings and Accessories,"1/2"" PEX X 1/2"" FPT,DROP EAR, PEX A",LF4235050,https://www.supplyhouse.com/Wirsbo-Uponor-LF4235050-ProPEX-LF-Drop-Ear-Brass-Elbow-1-2-PEX-x-1-2-FIP,Manufacturer,0.23,2,,
Fresh Water System,Sink Fittings and Accessories,"1/2"" Angled Stop Valve",03301 C,,Manufacturer,0.5,2,,
Fresh Water System,Sink Fittings and Accessories,"Feed Line 1/2"" X 20"" SS",PFX146304,http://proflo.com/proflo/showRecordDetail.do?R=PROD_2405305&search=true,Manufacturer,0.28,2,,
Fresh Water System,Sink Fittings and Accessories,"1/2"" PEX Piping + Water",,,Calc,0.135,20,PEX,"1/2"""
Fresh Water System,Hot Tub Systems,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,1,Bronze,"3/4"""
Fresh Water System,Hot Tub Systems,"3/4"" Tempering Valve",LF1170-UT-M2,http://www.wattscanada.ca/pages/_products_details.asp?pid=6841,Manufacturer,2.4,1,TBD,"3/4"""
Fresh Water System,Hot Tub Systems,"DOUBLE CHECK VALVE ASSEMBLY, BR2, 1"" NPT",1 LF719-QT,http://www.wattscanada.ca/pages/_products_details.asp?pid=6964,Manufacturer,7.4,2,,
Fresh Water System,Hot Tub Systems,"1"" Ball Valve, PVC, T x T",2121-010,http://www.parts.spearsmfg.com/Search.aspx?txt=2121-010,Manufacturer,0.54,1,PVC,"1"""
Fresh Water System,Hot Tub Systems,"VALVE, ADJ SPRING CHECK PVC 1"" SCH80 FPT X MPT",S1102-10,http://www.parts.spearsmfg.com/Search.aspx?txt=s1102-10,Manufacturer,0.18,1,PVC,"1"""
Fresh Water System,Deck Washdown Outlet,"3/4"" Inlet Valve, PEX A",LF4817575,,Manufacturer,0.3,1,,"3/4"""
Fresh Water System,Deck Washdown Outlet,"Hydrant, Deck Washdown",DW-9102 N3,https://newfoundmetals.worldsecuresystems.com/deck-wash-down/deckwashdown#size,Manufacturer,2,1,SS 316,"3/4"""
Fresh Water System,Sink Fittings and Accessories,"1/2"" PEX X 1/2"" FPT,DROP EAR, PEX A",LF4235050,https://www.supplyhouse.com/Wirsbo-Uponor-LF4235050-ProPEX-LF-Drop-Ear-Brass-Elbow-1-2-PEX-x-1-2-FIP,Manufacturer,0.23,2,,
Fresh Water System,Sink Fittings and Accessories,"1/2"" Angled Stop Valve",03301 C,,Manufacturer,0.5,2,,
Fresh Water System,Sink Fittings and Accessories,"Feed Line 1/2"" X 20"" SS",PFX146304,http://proflo.com/proflo/showRecordDetail.do?R=PROD_2405305&search=true,Manufacturer,0.28,2,,
Fresh Water System,Sink Fittings and Accessories,"3/4"" PEX Piping + Water",,,Calc,0.263,40,PEX,"3/4"""
Fresh Water System,Sink Fittings and Accessories,"1/2"" PEX Piping + Water",,,Calc,0.135,28,PEX,"1/2"""
Sea Water System,Valves,"6"" Butterfly Valve",,http://norrisealwellmark.com/product/series-200-butterfly-valve/,Manufacturer,8,2,Unknown,"6"""
Sea Water System,Valves,"2"" Ball Valve,Brz, 2 Pce w/Handle",NT58570SUK,http://www.nibco.com/Valves/Ball-Valves/Bronze-Ball-Valves/T-585-70-SU-Two-Piece-Bronze-Ball-Valve-Single-Union-End-Threaded/,Manufacturer,9.44,6,Bronze,"2"""
Sea Water System,Valves,"2"" Swing Check Valve",PD1321-E,,Manufacturer,10.2,2,Bronze / CuNi,"2"""
Sea Water System,Piping & Hose,"Hose, Wet Exhaust, J2006, Blue Corra-Sil",252V5001,http://tridentmarine.com/product/trident-blue-corra-sil-marine-wet-exhaust-water-hose-252v-2/#.WzOhNNVKhaS       https://www.fisheriessupply.com/trident-marine-series-252v-corrugated-silicone-marine-wet-exhaust-hose-252v5000-36,Manufacturer,40,6,Hose,"5"""
Sea Water System,Piping & Hose,"2"" Wet Exhaust Hose",252-2000,http://tridentmarine.com/wp-content/uploads/2016/11/252-Specification-Sheet.pdf       https://www.fisheriessupply.com/trident-marine-series-252v-corrugated-silicone-marine-wet-exhaust-hose-252v2000-36,Manufacturer,1.24,6,Hose,"2"""
Sea Water System,Piping & Hose,"Hose, Exhaust / Water Flex 1""",100-1000,https://www.fisheriessupply.com/trident-marine-series-250-100-trident-flex-wired-wet-exhaust-and-water-hose-100-1006     https://www.defender.com/pdf/TRIDENT_HOSE_SPECS.pdf,Manufacturer,0.6,5,Hose,"1"""
Sea Water System,Through Hull Assembly,"Coupling, Fiberglass Threaded 2""",TBD,,Guess,1,14,FRP,"2"""
Sea Water System,Through Hull Assembly,"Coupling Fiberglass Threaded 1-1/2"" x 1-1/2""",TBD,,Guess,0.8,5,FRP,"1-1/2"""
Sea Water System,Through Hull Assembly,"Pipe, Fiberglass 2"" O.D.",TBD,,Guess,1,2,FRP,"2"""
Sea Water System,Through Hull Assembly,"Through Hull, Bronze X-Long, 1""",#00TH100XL,https://www.fisheriessupply.com/buck-algonquin-extra-long-thru-hulls-00th100xl,Manufacturer,1.2,2,Bronze,"1"""
Sea Water System,Through Hull Assembly,"Transducer, Bronze Through Hull 1kw",TBD,,Manufacturer,7.9,1,Bronze,
Sea Water System,Through Hull Assembly,"Fairing, High Speed",TBD,,Guess,3,2,Unknown,0
Sea Water System,Through Hull Assembly,"Sensor, NMEA 2000 Smart, Depth, Speed, Temp",TBD,,Guess,5,2,Unknown,
Sea Water System,Through Hull Assembly,"Sea Strainer Assembly, Small-Half Cut, Slotted Grill",TBD,,Guess,2.5,2,Unknown,
Sea Water System,Through Hull Assembly,"Sea Strainer Assembly, Small-Half Cut with Tabs",TBD,,Guess,2,3,Unknown,
Sea Water System,Through Hull Assembly,"Sea Strainer Assembly, Small-Full Cut",TBD,,Guess,2,2,Unknown,
Sea Water System,Through Hull Assembly,Through Hull Wedge,TBD,,Guess,1,9,Unknown,
Sea Water System,Through Hull Assembly,"Sea Strainer Assembly, 6"", Half-cut no Tabs",TBD,,Guess,3,1,Unknown,"6"""
Sea Water System,Through Hull Assembly,"Sea Strainer Assembly, 6"", Half-cut with Tabs",TBD,,Guess,3,2,Unknown,"6"""
Sea Water System,Through Hull Assembly,"6"" Through Hull",Custom,,Guess,5,2,Unkown,"6"""
Sea Water System,Through Hull Assembly,"2"" Through Hull Extra Long",00TH200XL,https://www.fisheriessupply.com/buck-algonquin-extra-long-thru-hulls-00th200xl,Manufacturer,3.3,4,Unkown,"2"""
Sea Water System,Filters & Strainers,"Sea Strainer 2"" w/plastic Basket",AARG-2000-P,https://www.groco.net/aarg-2000-p,Manufacturer,12.65,2,Bronze,"2"""
Sea Water System,Filters & Strainers,"Y Sea Strainer Asmbly, 6"" w/mesh basket",62FFY-B2125P34-GB,https://www.keckley.com/y-strainers.html,Manufacturer,160,2,Bronze,"6"""
Sea Water System,Monitoring,Rotary Flow Sight Gauge,4195K17,https://www.mcmaster.com/#4195k17/=1dgds5f,Manufacturer,2.25,2,Bronze,"1"""
Sea Water System,Seawater System Engineroom Rough In,"Seawater Piping, Engineroom Rough In",,,Guess,25,1,Unknown,
Sea Water System,Seawater System Engineroom Rough In,Miscellaneous Seawater System Fittings,,,Guess,80,1,Unknown,
Sea Water System,"Seawater Piping, Main Engine",Miscellaneous Main Engine Seawater Fittings & Gaskets,,,Guess,10,1,Unknown,
Sea Water System,"Seawater Piping, Main Engine","Flange, Slip on",,,Guess,12,2,Unknown,
Sea Water System,"Seawater Piping, Main Engine","5"" CuNi Pipe, CuNi Fittings, Hose & Clamps",,,Guess,70,1,Bronze / CuNi,
Sea Water System,"Seawater Piping, Main Engine","4"" CuNi Pipe, CuNi Fittings, Hose & Clamps",,,Guess,200,1,Bronze / CuNi,
HVAC (Circulating Water Systems),Crew Port Forward SR HVAC System,"Air Handler, 8,000btu, With Water Valve & Heat Strip & FC",RA08HB-FC,,Manufacturer,59,1,,
HVAC (Circulating Water Systems),Crew Port Forward SR HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Crew Port Forward SR HVAC System,Quiet Fan Assembly 208-230 VAC,22-18915,,Estimate,6,1,,
HVAC (Circulating Water Systems),Crew Port Forward SR HVAC System,"5"" Air Duct and Fittings","5"" Rigid Ducting",,Calc,1.75,6,,"5"""
HVAC (Circulating Water Systems),Crew Port Forward SR HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,20,PEX,"3/4"""
HVAC (Circulating Water Systems),Crew Port Forward SR HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,Bronze,"3/4"""
HVAC (Circulating Water Systems),Crew Port Forward SR HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),Crew Port Forward SR HVAC System,Misc Water Piping Fittings,,,Estimate,1,1,,
HVAC (Circulating Water Systems),Crew Starboard Forward SR HVAC System,"Air Handler, 8,000btu, With Water Valve & Heat Strip & FC",RA08HB-FC,,Manufacturer,59,1,,
HVAC (Circulating Water Systems),Crew Starboard Forward SR HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Crew Starboard Forward SR HVAC System,Quiet Fan Assembly 208-230 VAC,22-18915,,Estimate,6,1,,
HVAC (Circulating Water Systems),Crew Starboard Forward SR HVAC System,"5"" Air Duct and Fittings","5"" Rigid Ducting",,Calc,1.75,6,,"5"""
HVAC (Circulating Water Systems),Crew Starboard Forward SR HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,0,PEX,"3/4"""
HVAC (Circulating Water Systems),Crew Starboard Forward SR HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,0,Bronze,"3/4"""
HVAC (Circulating Water Systems),Crew Starboard Forward SR HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),Crew Starboard Forward SR HVAC System,Misc Water Piping Fittings,,,Estimate,1,1,,
HVAC (Circulating Water Systems),Captain SR HVAC System,"Air Handler, 8,000btu, With Water Valve & Heat Strip & FC",RA08HB-FC,,Manufacturer,59,1,,
HVAC (Circulating Water Systems),Captain SR HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Captain SR HVAC System,Quiet Fan Assembly 208-230 VAC,22-18915,,Estimate,6,1,,
HVAC (Circulating Water Systems),Captain SR HVAC System,"5"" Air Duct and Fittings","5"" Rigid Ducting",,Calc,1.75,3,,"5"""
HVAC (Circulating Water Systems),Captain SR HVAC System,"1.25"" PVC Pipe + Water",,,Calc,0.99,15,PVC,"1.25"""
HVAC (Circulating Water Systems),Captain SR HVAC System,"1"" PEX Piping + Water",,,Calc,0.421,11,PEX,"1"""
HVAC (Circulating Water Systems),Captain SR HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,24,PEX,"3/4"""
HVAC (Circulating Water Systems),Captain SR HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,Bronze,"3/4"""
HVAC (Circulating Water Systems),Captain SR HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),Captain SR HVAC System,Misc Water Piping Fittings,,,Estimate,3,1,,
HVAC (Circulating Water Systems),Crew Mess HVAC System,"Air Handler, 12,000 btu, with Water Valve & Heat Strip & FC",RA12HB-FC,,Manufacturer,64,1,,
HVAC (Circulating Water Systems),Crew Mess HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Crew Mess HVAC System,Quiet Fan Assembly 208-230 VAC,22-18915,,Estimate,6,1,,
HVAC (Circulating Water Systems),Crew Mess HVAC System,"6"" Air Duct and Fittings","6"" Rigid Ducting",,Calc,2.2,7,,"6"""
